rows	rows	r	ro	row	rows	-	s	ws	ows	rows	-	0	0	0	1110	111010	11101010	1110101011	111010101111	111010101111	O
)	)	)	-	-	-	-	)	-	-	-	-	0	0	0	1101	110110	1101100	1101100	1101100	1101100	O
dataframe	dataframe	d	da	dat	data	dataf	e	me	ame	rame	frame	0	0	0	1110	111001	11100110	111001100	111001100	111001100	B-API
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
I've	i've	i	i'	i'v	i've	-	e	ve	've	i've	-	0	0	0	0111	011101	01110110	01110110	01110110	01110110	O
stored	stored	s	st	sto	stor	store	d	ed	red	ored	tored	0	0	0	0101	010110	01011010	0101101000	010110100011	010110100011	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
disk	disk	d	di	dis	disk	-	k	sk	isk	disk	-	0	0	0	1110	111001	11100111	1110011111	111001111111	111001111111	O
with	with	w	wi	wit	with	-	h	th	ith	with	-	0	0	0	0001	000101	00010110	00010110	00010110	00010110	O
something	something	s	so	som	some	somet	g	ng	ing	hing	thing	0	0	0	0110	011000	01100011	011000110	011000110	011000110	O
like	like	l	li	lik	like	-	e	ke	ike	like	-	0	0	0	0101	010111	01011100	01011100	01011100	01011100	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
#CODE	#code	#	#c	#co	#cod	#code	e	de	ode	code	#code	0	0	0	0110	011010	011010	011010	011010	011010	O

I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
have	have	h	ha	hav	have	-	e	ve	ave	have	-	0	0	0	0100	010001	0100010	0100010	0100010	0100010	O
another	another	a	an	ano	anot	anoth	r	er	her	ther	other	0	0	0	1011	101110	10111011	101110110	101110110	101110110	O
dataframe	dataframe	d	da	dat	data	dataf	e	me	ame	rame	frame	0	0	0	1110	111001	11100110	111001100	111001100	111001100	B-API
containing	containing	c	co	con	cont	conta	g	ng	ing	ning	ining	0	0	0	0111	011111	01111110	0111111010	01111110101	01111110101	O
~18000	~18000	~	~1	~18	~180	~1800	0	00	000	8000	18000	0	0	0	null	null	null	null	null	null	O
"	"	"	-	-	-	-	"	-	-	-	-	0	0	0	1101	110101	1101010	1101010	1101010	1101010	O
incidents	incidents	i	in	inc	inci	incid	s	ts	nts	ents	dents	0	0	0	1110	111010	11101010	1110101011	111010101110	111010101110	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

"	"	"	-	-	-	-	"	-	-	-	-	0	0	0	1101	110101	1101010	1101010	1101010	1101010	O
Each	each	e	ea	eac	each	-	h	ch	ach	each	-	0	0	0	1011	101110	10111001	10111001	10111001	10111001	O
incident	incident	i	in	inc	inci	incid	t	nt	ent	dent	ident	0	0	0	1110	111000	11100001	1110000111	11100001110	11100001110	O
consists	consists	c	co	con	cons	consi	s	ts	sts	ists	sists	0	0	0	0101	010111	01011111	0101111111	010111111101	0101111111011	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
some	some	s	so	som	some	-	e	me	ome	some	-	0	0	0	1011	101111	10111110	101111100	101111100	101111100	O
(	(	(	-	-	-	-	(	-	-	-	-	0	0	0	1101	110111	1101110	1101110	1101110	1101110	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
few	few	f	fe	few	-	-	w	ew	few	-	-	0	0	0	1011	101100	10110011	10110011	10110011	10110011	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
hundreds	hundreds	h	hu	hun	hund	hundr	s	ds	eds	reds	dreds	0	0	0	0101	010111	01011111	0101111111	010111111101	0101111111010	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
many	many	m	ma	man	many	-	y	ny	any	many	-	0	0	0	1011	101100	10110010	10110010	10110010	10110010	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
hundreds	hundreds	h	hu	hun	hund	hundr	s	ds	eds	reds	dreds	0	0	0	0101	010111	01011111	0101111111	010111111101	0101111111010	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
thousands	thousands	t	th	tho	thou	thous	s	ds	nds	ands	sands	0	0	0	0101	010111	01011111	0101111111	010111111101	0101111111010	O
)	)	)	-	-	-	-	)	-	-	-	-	0	0	0	1101	110110	1101100	1101100	1101100	1101100	O
individual	individual	i	in	ind	indi	indiv	l	al	ual	dual	idual	0	0	0	1111	111111	11111111	1111111110	111111111010	111111111010	O
records	records	r	re	rec	reco	recor	s	ds	rds	ords	cords	0	0	0	1110	111010	11101010	1110101011	111010101110	111010101110	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
need	need	n	ne	nee	need	-	d	ed	eed	need	-	0	0	0	0100	010000	0100000	0100000	0100000	0100000	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
collect	collect	c	co	col	coll	colle	t	ct	ect	lect	llect	0	0	0	0100	010011	01001100	0100110011	01001100110	01001100110	O
some	some	s	so	som	some	-	e	me	ome	some	-	0	0	0	1011	101111	10111110	101111100	101111100	101111100	O
simple	simple	s	si	sim	simp	simpl	e	le	ple	mple	imple	0	0	0	1111	111101	11110111	1111011110	1111011110	1111011110	O
statistics	statistics	s	st	sta	stat	stati	s	cs	ics	tics	stics	0	0	0	1110	111010	11101001	111010010	111010010	111010010	O
for	for	f	fo	for	-	-	r	or	for	-	-	0	0	0	0001	000110	000110	000110	000110	000110	O
each	each	e	ea	eac	each	-	h	ch	ach	each	-	0	0	0	1011	101110	10111001	10111001	10111001	10111001	O
incident	incident	i	in	inc	inci	incid	t	nt	ent	dent	ident	0	0	0	1110	111000	11100001	1110000111	11100001110	11100001110	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
store	store	s	st	sto	stor	store	e	re	ore	tore	store	0	0	0	0100	010011	01001100	0100110001	01001100011	01001100011	O
them	them	t	th	the	them	-	m	em	hem	them	-	0	0	0	0110	011000	01100011	0110001110	0110001110	0110001110	O
in	in	i	in	-	-	-	n	in	-	-	-	0	0	0	0001	000101	0001010	0001010	0001010	0001010	O
order	order	o	or	ord	orde	order	r	er	der	rder	order	0	0	0	1110	111001	11100111	1110011100	11100111000	11100111000	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
collect	collect	c	co	col	coll	colle	t	ct	ect	lect	llect	0	0	0	0100	010011	01001100	0100110011	01001100110	01001100110	O
some	some	s	so	som	some	-	e	me	ome	some	-	0	0	0	1011	101111	10111110	101111100	101111100	101111100	O
aggregate	aggregate	a	ag	agg	aggr	aggre	e	te	ate	gate	egate	0	0	0	0100	010011	01001100	0100110000	0100110000	0100110000	O
statistics	statistics	s	st	sta	stat	stati	s	cs	ics	tics	stics	0	0	0	1110	111010	11101001	111010010	111010010	111010010	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

Currently	currently	c	cu	cur	curr	curre	y	ly	tly	ntly	ently	0	0	0	0110	011011	01101111	0110111101	011011110110	011011110110	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
do	do	d	do	-	-	-	o	do	-	-	-	0	0	0	0100	010010	0100100	0100100	0100100	0100100	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
like	like	l	li	lik	like	-	e	ke	ike	like	-	0	0	0	0101	010111	01011100	01011100	01011100	01011100	O
so	so	s	so	-	-	-	o	so	-	-	-	0	0	0	0110	011011	01101111	0110111110	0110111110	0110111110	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
#CODE	#code	#	#c	#co	#cod	#code	e	de	ode	code	#code	0	0	0	0110	011010	011010	011010	011010	011010	O

This	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
all	all	a	al	all	-	-	l	ll	all	-	-	0	0	0	1011	101101	10110101	10110101	10110101	10110101	O
works	works	w	wo	wor	work	works	s	ks	rks	orks	works	0	0	0	0101	010111	01011111	0101111111	010111111111	0101111111110	O
fine	fine	f	fi	fin	fine	-	e	ne	ine	fine	-	0	0	0	0101	010111	01011111	0101111100	010111110011	0101111100111	O
except	except	e	ex	exc	exce	excep	t	pt	ept	cept	xcept	0	0	0	0110	011011	01101110	0110111010	011011101010	0110111010100	O
for	for	f	fo	for	-	-	r	or	for	-	-	0	0	0	0001	000110	000110	000110	000110	000110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
fact	fact	f	fa	fac	fact	-	t	ct	act	fact	-	0	0	0	1110	111001	11100111	1110011101	111001110110	111001110110	O
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
each	each	e	ea	eac	each	-	h	ch	ach	each	-	0	0	0	1011	101110	10111001	10111001	10111001	10111001	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
store.select()	store.select()	s	st	sto	stor	store	)	()	t()	ct()	ect()	1	1	0	null	null	null	null	null	null	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
statement	statement	s	st	sta	stat	state	t	nt	ent	ment	ement	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111111	O
takes	takes	t	ta	tak	take	takes	s	es	kes	akes	takes	0	0	0	0111	011111	01111110	0111111011	011111101100	011111101100	O
roughly	roughly	r	ro	rou	roug	rough	y	ly	hly	ghly	ughly	0	0	0	0101	010101	01010100	0101010011	01010100111	01010100111	O
5	5	5	-	-	-	-	5	-	-	-	-	0	0	0	1100	110010	11001000	11001000	11001000	11001000	O
seconds	seconds	s	se	sec	seco	secon	s	ds	nds	onds	conds	0	0	0	1110	111010	11101010	1110101010	11101010101	11101010101	O
which	which	w	wh	whi	whic	which	h	ch	ich	hich	which	0	0	0	0110	011001	01100111	011001111	011001111	011001111	O
means	means	m	me	mea	mean	means	s	ns	ans	eans	means	0	0	0	0101	010111	01011111	0101111111	010111111111	0101111111111	O
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
processing	processing	p	pr	pro	proc	proce	g	ng	ing	sing	ssing	0	0	0	0101	010111	01011110	0101111001	01011110010	01011110010	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
full	full	f	fu	ful	full	-	l	ll	ull	full	-	0	0	0	1111	111110	11111000	1111100011	1111100011	1111100011	O
month's	month's	m	mo	mon	mont	month	s	's	h's	th's	nth's	0	0	0	1110	111000	11100001	1110000110	1110000110	1110000110	O
worth	worth	w	wo	wor	wort	worth	h	th	rth	orth	worth	0	0	0	0101	010101	01010100	0101010010	01010100101	01010100101	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
data	data	d	da	dat	data	-	a	ta	ata	data	-	0	0	0	1110	111001	11100100	11100100	11100100	11100100	O
requires	requires	r	re	req	requ	requi	s	es	res	ires	uires	0	0	0	0111	011111	01111110	0111111011	011111101100	011111101100	O
somewhere	somewhere	s	so	som	some	somew	e	re	ere	here	where	0	0	0	0110	011000	01100011	0110001111	01100011110	01100011110	O
between	between	b	be	bet	betw	betwe	n	en	een	ween	tween	0	0	0	0001	000100	00010011	000100110	000100110	000100110	O
24-30	24-30	2	24	24-	24-3	24-30	0	30	-30	4-30	24-30	0	0	0	null	null	null	null	null	null	O
hours	hours	h	ho	hou	hour	hours	s	rs	urs	ours	hours	0	0	0	1110	111010	11101010	1110101010	11101010101	11101010101	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
processing	processing	p	pr	pro	proc	proce	g	ng	ing	sing	ssing	0	0	0	0101	010111	01011110	0101111001	01011110010	01011110010	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

Meanwhile	meanwhile	m	me	mea	mean	meanw	e	le	ile	hile	while	0	0	0	0110	011011	01101101	0110110111	011011011110	011011011110	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
actual	actual	a	ac	act	actu	actua	l	al	ual	tual	ctual	0	0	0	1111	111110	11111000	1111100011	1111100011	1111100011	O
statistics	statistics	s	st	sta	stat	stati	s	cs	ics	tics	stics	0	0	0	1110	111010	11101001	111010010	111010010	111010010	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
need	need	n	ne	nee	need	-	d	ed	eed	need	-	0	0	0	0100	010000	0100000	0100000	0100000	0100000	O
are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
relatively	relatively	r	re	rel	rela	relat	y	ly	ely	vely	ively	0	0	0	0101	010101	01010100	010101000	010101000	010101000	O
simple	simple	s	si	sim	simp	simpl	e	le	ple	mple	imple	0	0	0	1111	111101	11110111	1111011110	1111011110	1111011110	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
#CODE	#code	#	#c	#co	#cod	#code	e	de	ode	code	#code	0	0	0	0110	011010	011010	011010	011010	011010	O

Would	would	w	wo	wou	woul	would	d	ld	uld	ould	would	0	0	0	0111	011111	01111101	0111110110	0111110110	0111110110	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
benefit	benefit	b	be	ben	bene	benef	t	it	fit	efit	nefit	0	0	0	1110	111001	11100111	1110011110	111001111011	111001111011	O
from	from	f	fr	fro	from	-	m	om	rom	from	-	0	0	0	0001	000101	00010111	0001011110	0001011110	0001011110	O
using	using	u	us	usi	usin	using	g	ng	ing	sing	using	0	0	0	0101	010110	01011000	01011000	01011000	01011000	O
store.select_as_index	store.select_as_index	s	st	sto	stor	store	x	ex	dex	ndex	index	1	0	1	null	null	null	null	null	null	O
?	?	?	-	-	-	-	?	-	-	-	-	0	0	0	0011	001111	00111111	00111111	00111111	00111111	O

If	if	i	if	-	-	-	f	if	-	-	-	0	0	0	0110	011011	01101110	0110111000	0110111000	0110111000	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
receive	receive	r	re	rec	rece	recei	e	ve	ive	eive	ceive	0	0	0	0100	010011	01001101	0100110110	0100110110	0100110110	O
an	an	a	an	-	-	-	n	an	-	-	-	0	0	0	1011	101111	1011110	1011110	1011110	1011110	O
index	index	i	in	ind	inde	index	x	ex	dex	ndex	index	0	0	0	1110	111000	11100011	1110001110	1110001110	1110001110	O
I'd	i'd	i	i'	i'd	-	-	d	'd	i'd	-	-	0	0	0	0111	011101	01110111	0111011100	0111011100	0111011100	O
still	still	s	st	sti	stil	still	l	ll	ill	till	still	0	0	0	0101	010101	01010111	0101011111	01010111110	01010111110	O
need	need	n	ne	nee	need	-	d	ed	eed	need	-	0	0	0	0100	010000	0100000	0100000	0100000	0100000	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
access	access	a	ac	acc	acce	acces	s	ss	ess	cess	ccess	0	0	0	0100	010011	01001100	0100110011	010011001110	010011001110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
data	data	d	da	dat	data	-	a	ta	ata	data	-	0	0	0	1110	111001	11100100	11100100	11100100	11100100	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
get	get	g	ge	get	-	-	t	et	get	-	-	0	0	0	0100	010011	01001101	0100110110	0100110110	0100110110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
statistics	statistics	s	st	sta	stat	stati	s	cs	ics	tics	stics	0	0	0	1110	111010	11101001	111010010	111010010	111010010	O
correct	correct	c	co	cor	corr	corre	t	ct	ect	rect	rrect	0	0	0	1111	111101	11110110	1111011001	1111011001	1111011001	O
?	?	?	-	-	-	-	?	-	-	-	-	0	0	0	0011	001111	00111111	00111111	00111111	00111111	O

what	what	w	wh	wha	what	-	t	at	hat	what	-	0	0	0	0110	011001	01100100	01100100	01100100	01100100	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
relative	relative	r	re	rel	rela	relat	e	ve	ive	tive	ative	0	0	0	1111	111111	11111111	1111111110	111111111010	111111111010	O
frequency	frequency	f	fr	fre	freq	frequ	y	cy	ncy	ency	uency	0	0	0	1110	111000	11100010	1110001011	111000101110	111000101110	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
c_id	c_id	c	c_	c_i	c_id	-	d	id	_id	c_id	-	0	0	1	1110	111000	11100000	1110000011	11100000110	11100000110	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
f_id	f_id	f	f_	f_i	f_id	-	d	id	_id	f_id	-	0	0	1	1100	110000	11000010	110000100	110000100	110000100	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
they	they	t	th	the	they	-	y	ey	hey	they	-	0	0	0	0111	011100	01110011	01110011	01110011	01110011	O
relatively	relatively	r	re	rel	rela	relat	y	ly	ely	vely	ively	0	0	0	0101	010101	01010100	010101000	010101000	010101000	O
unique	unique	u	un	uni	uniq	uniqu	e	ue	que	ique	nique	0	0	0	1111	111111	11111111	1111111110	111111111011	1111111110111	O
or	or	o	or	-	-	-	r	or	-	-	-	0	0	0	0011	001101	001101	001101	001101	001101	O
very	very	v	ve	ver	very	-	y	ry	ery	very	-	0	0	0	0101	010101	01010100	010101000	010101000	010101000	O
common	common	c	co	com	comm	commo	n	on	mon	mmon	ommon	0	0	0	1111	111111	11111110	1111111011	111111101110	111111101110	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
how	how	h	ho	how	-	-	w	ow	how	-	-	0	0	0	0110	011001	01100101	01100101	01100101	01100101	O
big	big	b	bi	big	-	-	g	ig	big	-	-	0	0	0	1111	111111	11111110	1111111010	1111111010	1111111010	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
range	range	r	ra	ran	rang	range	e	ge	nge	ange	range	0	0	0	1110	111000	11100010	1110001011	111000101110	111000101110	O
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
selecting	selecting	s	se	sel	sele	selec	g	ng	ing	ting	cting	0	0	0	0101	010110	01011001	0101100101	01011001011	01011001011	O
each	each	e	ea	eac	each	-	h	ch	ach	each	-	0	0	0	1011	101110	10111001	10111001	10111001	10111001	O
time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
(	(	(	-	-	-	-	(	-	-	-	-	0	0	0	1101	110111	1101110	1101110	1101110	1101110	O
e.g.	e.g.	e	e.	e.g	e.g.	-	.	g.	.g.	e.g.	-	1	0	0	1100	110011	11001111	110011110	110011110	110011110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
timestamp	timestamp	t	ti	tim	time	times	p	mp	amp	tamp	stamp	0	0	0	1110	111000	11100000	1110000011	111000001111	111000001111	O
range	range	r	ra	ran	rang	range	e	ge	nge	ange	range	0	0	0	1110	111000	11100010	1110001011	111000101110	111000101110	O
)	)	)	-	-	-	-	)	-	-	-	-	0	0	0	1101	110110	1101100	1101100	1101100	1101100	O

Use	use	u	us	use	-	-	e	se	use	-	-	0	0	0	0100	010011	01001110	01001110	01001110	01001110	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
hierarchical	hierarchical	h	hi	hie	hier	hiera	l	al	cal	ical	hical	0	0	0	1111	111111	11111111	1111111101	111111110111	111111110111	O
query	query	q	qu	que	quer	query	y	ry	ery	uery	query	0	0	0	0101	010111	01011110	0101111000	010111100011	0101111000111	O
in	in	i	in	-	-	-	n	in	-	-	-	0	0	0	0001	000101	0001010	0001010	0001010	0001010	O
chunks	chunks	c	ch	chu	chun	chunk	s	ks	nks	unks	hunks	0	0	0	1110	111010	11101010	1110101010	11101010101	11101010101	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

What	what	w	wh	wha	what	-	t	at	hat	what	-	0	0	0	0110	011001	01100100	01100100	01100100	01100100	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
mean	mean	m	me	mea	mean	-	n	an	ean	mean	-	0	0	0	0101	010111	01011110	0101111000	010111100010	0101111000100	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

Since	since	s	si	sin	sinc	since	e	ce	nce	ince	since	0	0	0	0110	011011	01101110	0110111010	011011101011	0110111010111	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
have	have	h	ha	hav	have	-	e	ve	ave	have	-	0	0	0	0100	010001	0100010	0100010	0100010	0100010	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
relatively	relatively	r	re	rel	rela	relat	y	ly	ely	vely	ively	0	0	0	0101	010101	01010100	010101000	010101000	010101000	O
small	small	s	sm	sma	smal	small	l	ll	all	mall	small	0	0	0	1111	111111	11111110	1111111010	1111111010	1111111010	O
number	number	n	nu	num	numb	numbe	r	er	ber	mber	umber	0	0	0	1110	111000	11100010	1110001001	1110001001	1110001001	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
c_id	c_id	c	c_	c_i	c_id	-	d	id	_id	c_id	-	0	0	1	1110	111000	11100000	1110000011	11100000110	11100000110	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
f_id	f_id	f	f_	f_i	f_id	-	d	id	_id	f_id	-	0	0	1	1100	110000	11000010	110000100	110000100	110000100	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
care	care	c	ca	car	care	-	e	re	are	care	-	0	0	0	0101	010110	01011011	0101101110	010110111010	010110111010	O
about	about	a	ab	abo	abou	about	t	ut	out	bout	about	0	0	0	0101	010111	01011111	0101111110	010111111011	0101111110110	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
structure	structure	s	st	str	stru	struc	e	re	ure	ture	cture	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111110	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
single	single	s	si	sin	sing	singl	e	le	gle	ngle	ingle	0	0	0	1111	111111	11111110	1111111000	1111111000	1111111000	O
query	query	q	qu	que	quer	query	y	ry	ery	uery	query	0	0	0	0101	010111	01011110	0101111000	010111100011	0101111000111	O
something	something	s	so	som	some	somet	g	ng	ing	hing	thing	0	0	0	0110	011000	01100011	011000110	011000110	011000110	O
like	like	l	li	lik	like	-	e	ke	ike	like	-	0	0	0	0101	010111	01011100	01011100	01011100	01011100	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

This	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
kind	kind	k	ki	kin	kind	-	d	nd	ind	kind	-	0	0	0	0101	010111	01011111	0101111111	010111111101	0101111111010	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
like	like	l	li	lik	like	-	e	ke	ike	like	-	0	0	0	0101	010111	01011100	01011100	01011100	01011100	O
using	using	u	us	usi	usin	using	g	ng	ing	sing	using	0	0	0	0101	010110	01011000	01011000	01011000	01011000	O
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
isin	isin	i	is	isi	isin	-	n	in	sin	isin	-	0	0	0	1100	110001	1100010	1100010	1100010	1100010	B-API
`	`	`	-	-	-	-	`	-	-	-	-	0	0	0	1101	110100	110100	110100	110100	110100	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

#CODE	#code	#	#c	#co	#cod	#code	e	de	ode	code	#code	0	0	0	0110	011010	011010	011010	011010	011010	O

The	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
key	key	k	ke	key	-	-	y	ey	key	-	-	0	0	0	1110	111000	11100000	1110000010	11100000101	11100000101	O
here	here	h	he	her	here	-	e	re	ere	here	-	0	0	0	0101	010111	01011111	0101111101	010111110100	010111110100	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
